DATE,RVD_ABC,RVD_DE,CCL,CCL_SM,CCL_L,CCL_HK,CCL_KLN,CCL_NTE,CCL_NTW,CCL_MAS,CSI,CVI,RVD_R,RVD_R,LR_TTV,LR_C ,BSD_CA,BSD_TC,SSD_CA,SSD_TC,DSD_CA,DSD_TC,BIRTH,DEATH,MARR,UNEMP,UND_EMP,CCPI,UN_INF,GDP,HSI,MI,RIR,BLR,HIBOR,MA_LTV,MA_1LA,MA_2LA,MA_1CA,MA_2CA,COMP,St_CH,VAC_R,PHS
1/1/1996,105.4,100.8,57.14,58,49.85,58.58,60.33,59.99,52.77,58.13,,,115.2,,7754,19123000000,,,,,,,6626,2898,3574,0.032,0.024,75.3,,279132,11359.7002,24000,,0.0875,0.0562,,,,,,1656,0.0289,0.037,468
1/2/1996,108.7,105.9,59.55,60.35,52.95,60.92,63.3,61.5,55.14,60.59,,,116.6,,7802,19250000000,,,,,,,5451,2650,2446,0.031,0.022,76,,279132,11125.7002,24000,,0.085,0.0512,,,,,,1656,0.0289,0.037,468
1/3/1996,113.1,108.2,61.08,61.8,55.2,62.77,64.51,62.85,56.54,62.18,,,115.9,,10452,30271000000,,,,,,,5361,3232,3142,0.032,0.02,76.4,,279132,10957.2002,24000,,0.085,0.0513,,,,,,1656,0.0289,0.037,468
1/4/1996,112.1,110.6,63.42,64.57,56.88,66.69,66.67,65.28,58.5,64.42,,,116.3,,8200,23756000000,,,,,,,4659,2951,2381,0.033,0.018,77.4,,298035,10964.5,21500,,0.085,0.0512,,,,,,1656,0.0289,0.037,468
1/5/1996,113.5,113,64.36,65.31,56.89,66.52,68.85,64.34,59.75,65.64,,,117.2,,14732,39088000000,,,,,,,5022,3261,3094,0.032,0.019,77.5,,298035,11264.7002,21500,,0.085,0.0516,,,,,,1656,0.0289,0.037,468
1/6/1996,115,115.2,65.41,66.06,59.28,67.53,69.54,65.06,60.42,66.54,,,117.2,,9495,29605000000,,,,,,,4464,2211,2825,0.031,0.018,77.9,,298035,11020.90039,21500,,0.085,0.0536,,,,,,1656,0.0289,0.037,468
1/7/1996,114.6,115.2,65.16,65.7,60.46,66.38,68.46,67.43,61.03,65.95,,,119,,11061,35075000000,,,,,,,5262,2660,2446,0.029,0.016,78,,319919,10681.40039,22500,,0.085,0.0545,,,,,,1656,0.0289,0.037,468
1/8/1996,117.6,114.3,65.35,65.78,61.56,67.94,67.74,65.69,61.01,66.28,,,118.3,,8667,24242000000,,,,,,,5037,2302,2393,0.028,0.014,78.1,,319919,11159,22500,,0.085,0.0544,,,,,,1656,0.0289,0.037,468
1/9/1996,118.2,118.2,66.69,67.32,61.1,67.54,70.4,67.78,62.27,67.43,,,120.4,,9228,23994000000,,,,,,,5279,2243,3146,0.026,0.014,78.9,,319919,11902.40039,22500,,0.085,0.0546,,,,,,1656,0.0289,0.037,468
1/10/1996,123,125.3,69.17,69.67,64.69,70.89,72.46,71.36,63.59,69.77,,,120.5,,12595,37654000000,,,,,,,5924,2512,3138,0.025,0.015,79.5,,338215,12477.59961,24000,,0.085,0.0544,,,,,,1656,0.0289,0.037,468
1/11/1996,127.8,131.5,72.66,73.07,69.91,75.59,75.74,74.4,65.96,73.24,,,120.6,,14427,47442000000,,,,,,,5590,2438,4104,0.027,0.015,79.8,,338215,13393.90039,24000,,0.085,0.0563,,,,,,1656,0.0289,0.037,468
1/12/1996,134.2,139.5,76.94,77.31,74.37,79.41,78.76,79.25,70.88,77.01,,,122.5,,15071,52214000000,,,,,,,5924,2691,4356,0.026,0.016,80.1,,338215,13451.5,24000,,0.085,0.0548,,16624000000,3609000000,9776,2701,1656,0.0289,0.037,468
1/1/1997,141.7,157.4,81.79,81.96,81.21,84.33,83.38,83.88,75.79,81.78,,,126.2,,17813,69111000000,,,,,,,5962,2890,3914,0.025,0.014,80,0.062416999,314111,13321.79981,26000,-0.010716999,0.0875,0.0567,,19524000000,3879000000,10663,2781,1517,0.0317,0.038,478
1/2/1997,153.7,163.6,85.17,85.1,85.82,86.67,86.69,85.13,80.29,84.9,,,127.3,,15366,60488000000,,,,,,,4912,2746,2471,0.024,0.012,80.8,0.063157895,314111,13398.7002,26000,-0.009357895,0.0875,0.0563,,14955000000,3071000000,7589,2009,1517,0.0317,0.038,478
1/3/1997,162.1,163.9,94.01,94.24,92.95,94.57,94.71,94.1,93.57,94.32,,,128.1,,12310,50577000000,,,,,,,5359,2622,3913,0.025,0.011,80.9,0.058900524,314111,12534.29981,26000,-0.003500524,0.0875,0.0584,,17221000000,3872000000,9132,2591,1517,0.0317,0.038,478
1/4/1997,156.8,160.3,90.09,89.94,91.26,87.71,90.84,93.14,90.89,90.06,,,130.9,,22960,90382000000,,,,,,,4804,3110,3095,0.026,0.012,81.7,0.055555556,340130,12903.29981,23000,0.001344444,0.0875,0.0587,,23992000000,4771000000,11968,3270,1517,0.0317,0.038,478
1/5/1997,172,177.5,94.65,95.15,91.4,95.52,95.91,97.6,93.12,95.03,,,132.9,,16755,55863000000,,,,,,,5164,2716,4368,0.025,0.013,82,0.058064516,340130,14757.79981,23000,0.001635484,0.0875,0.063,,25029000000,5053000000,12515,3323,1517,0.0317,0.038,478
1/6/1997,171.6,177,100.85,100.98,102.75,100.97,102.21,104.75,98.43,100.57,,,134,,15076,62409000000,,,,,,,5434,2294,4141,0.024,0.013,82.3,0.05648267,340130,15196.79981,23000,0.00661733,0.0875,0.061,,26713000000,4817000000,12661,3117,1517,0.0317,0.038,478
1/7/1997,166.7,174,97.92,97.69,100.17,98.34,97.25,100.47,95.81,97.62,,,137.6,,20381,95914000000,,,,,,,4226,2985,2104,0.024,0.012,82.9,0.062820513,359487,16365.7002,24900,0.000279487,0.0875,0.068,,28065000000,5637000000,12780,3394,1517,0.0317,0.038,478
1/8/1997,170.7,177,97.57,97.5,97.86,99.29,99.31,99.41,93.63,98.15,,,137.8,,12698,51487000000,,,,,,,4401,2391,1474,0.024,0.012,83,0.062740077,359487,14135.2002,24900,0.009459923,0.0875,0.0882,,21727000000,3983000000,9489,2202,1517,0.0317,0.038,478
1/9/1997,170.1,174.2,97.46,97.6,96.34,97.82,99.24,101.13,94.21,97.8,,,137.3,,11611,43737000000,,,,,,,4896,2460,3170,0.022,0.01,83.3,0.055766793,359487,15049.29981,24900,0.019133207,0.0875,0.0749,,16299000000,3532000000,7561,2127,1517,0.0317,0.038,478
1/10/1997,172.3,183.4,100.98,101.21,101.77,102.5,103.92,101.94,96.69,101.21,,,137.9,,12018,47711000000,,,,,,,5054,2569,2572,0.023,0.01,84,0.056603774,359355,10623.79981,25000,0.045796226,0.0875,0.1316,,17602000000,4369000000,8023,2643,1517,0.0317,0.038,478
1/11/1997,159.8,171.4,89.84,89.36,93.98,89.24,91.31,92.81,86.76,89.9,,,136.1,,11288,44867000000,,,,,,,4814,2479,3027,0.024,0.011,84.1,0.053884712,359355,10526.90039,25000,0.042715288,0.095,0.0841,,9261000000,2696000000,4561,1750,1517,0.0317,0.038,478
1/12/1997,154.9,156.2,85.49,85.47,85.86,90.21,85.42,83.73,81.59,86.3,,,133.3,,4435,17795000000,,,,,,,5353,2817,3344,0.025,0.013,84.3,0.052434457,359355,10722.79981,25000,0.020465543,0.095,0.0727,,6726000000,1667000000,3220,1087,1517,0.0317,0.038,478
1/1/1998,143.6,146.1,74.72,74.42,77.62,78.3,73.48,76.58,71.1,75.6,,,129.3,,6247,26612000000,,,,,,,4366,2364,2113,0.025,0.015,84.3,0.05375,316887,9252.400391,27100,0.05345,0.1025,0.1038,,7838000000,1336000000,3583,862,1857,0.0246,0.045,-1812
1/2/1998,136.5,137.8,72.17,72.51,70.55,74.7,73.01,75.4,68.77,73.06,,,121.6,,4122,14980000000,,,,,,,4501,3245,2262,0.029,0.016,84.6,0.047029703,316887,11480.7002,27100,0.018670297,0.1025,0.0617,,8261000000,1161000000,3962,776,1857,0.0246,0.045,-1812
1/3/1998,139,135,73.54,74.16,68.11,75.49,75.19,76.73,70.19,74.52,,,117,,8604,35867000000,,,,,,,4445,3360,3414,0.035,0.019,84.8,0.048207664,316887,11518.7002,27100,0.008092336,0.1,0.0554,,12542000000,2088000000,5495,1342,1857,0.0246,0.045,-1812
1/4/1998,134.6,130,70.49,71.27,64.74,73.35,71.34,72.6,67.14,71.54,,,118.2,,5692,21757000000,,,,,,,4011,2739,1923,0.039,0.022,85.6,0.047735618,326177,10383.67969,24000,0.006964382,0.1,0.0638,,8622000000,1600000000,4619,1094,1857,0.0246,0.045,-1812
1/5/1998,127.8,125.6,64.94,65.47,63.62,68.31,66.11,66.4,60.82,65.54,,,117.8,,7809,25929000000,,,,,,,4073,2409,2627,0.041,0.026,85.7,0.045121951,326177,8934.55957,24000,0.024278049,0.1,0.0879,,8903000000,1597000000,5099,1170,1857,0.0246,0.045,-1812
1/6/1998,112.5,112.9,55.82,55.7,57.46,58.33,55.74,53.04,54.03,56.47,,,114.2,,8105,25633000000,,,,,,,4210,2714,2095,0.044,0.026,85.6,0.040097205,326177,8543.099609,24000,0.054302795,0.1,0.0988,,10256000000,1303000000,5761,964,1857,0.0246,0.045,-1812
1/7/1998,108.1,105.5,54.43,54.75,51.75,56.07,53.79,55.84,54.89,55.43,,,109.3,,5496,15499000000,,,,,,,4799,2787,1959,0.048,0.026,85.6,0.032569361,333161,7936.200195,24900,0.045530639,0.1,0.0851,,9408000000,1097000000,5605,954,1857,0.0246,0.045,-1812
1/8/1998,104.9,98.9,52.38,52.8,48.77,53.54,53.25,54.47,51.72,53.34,,,106.3,,6432,17905000000,,,,,,,4169,2674,1932,0.05,0.026,85.3,0.027710843,333161,7275.040039,24900,0.092589157,0.1,0.1928,,5193000000,886000000,3268,787,1857,0.0246,0.045,-1812
1/9/1998,98.5,99.5,48.54,48.99,45.1,49.27,48.76,51.42,48.58,49.26,,,103.4,,4455,11738000000,,,,,,,4469,2568,2488,0.05,0.027,85.4,0.025210084,333161,7883.459961,24900,0.057689916,0.1,0.0711,,6913000000,1065000000,4762,884,1857,0.0246,0.045,-1812
1/10/1998,95.7,94.7,47.66,48.24,43.21,49.24,48.38,49.41,46.88,48.64,,,101.8,,6702,18645000000,,,,,,,4584,2396,3151,0.052,0.027,84,0,331849,10154.94043,24000,0.0567,0.0975,0.0639,,9040000000,866000000,6037,840,1857,0.0246,0.045,-1812
1/11/1998,100.4,99.2,53.08,53.54,49.86,54.44,53.21,55.36,52.45,53.77,,,100.4,,11760,33265000000,,,,,,,4911,2493,3562,0.055,0.029,83.5,-0.007134364,331849,10402.32031,24000,0.061434364,0.095,0.0554,,13058000000,1650000000,8010,1514,1857,0.0246,0.045,-1812
1/12/1998,104.8,101.5,55.32,55.74,52.18,56.51,54.22,60.23,54.92,55.87,,,101.2,,10192,30645000000,,,,,,,4818,2931,4147,0.057,0.03,82.9,-0.016607355,331849,10048.58008,24000,0.069107355,0.0925,0.0538,,9532000000,1632000000,5991,1522,1857,0.0246,0.045,-1812
1/1/1999,104,100.9,55.73,56.17,51.93,57.09,55.8,58.53,54.81,56.4,,,102,4.6,7705,20755000000,,,,,,,4507,3044,3359,0.058,0.031,83.4,-0.010676157,300174,9506.900391,25800,0.064576157,0.0875,0.0637,,8118000000,1315000000,5152,1260,2944,0.0357,0.059,150
1/2/1999,102.3,97.8,55.63,56.11,51.51,57.41,55.97,59.16,53.35,56.32,,,100.9,4.6,5759,16074000000,,,,,,,3822,2923,2054,0.06,0.03,83.1,-0.017730496,300174,9858.490234,25800,0.073630496,0.0875,0.0604,0.5702,6890000000,1075000000,4294,969,2944,0.0357,0.059,150
1/3/1999,102,98.2,55.12,55.6,50.95,56.6,55.47,57.33,54.03,55.89,,,100.8,4.7,7031,18512000000,,,,,,,4313,3450,2920,0.062,0.03,82.6,-0.025943396,300174,10942.2002,25800,0.077543396,0.0875,0.0567,0.5888,10899000000,1578000000,7103,1344,2944,0.0357,0.059,150
1/4/1999,102.1,100.9,56.23,56.83,52.26,59.14,56.04,57.9,54.76,57.22,,,100.7,4.6,8463,25058000000,,,,,,,3744,2658,1958,0.063,0.029,82.3,-0.038551402,315431,13333.2002,25000,0.087151402,0.085,0.0479,0.5793,13019000000,1811000000,8116,1599,2944,0.0357,0.059,150
1/5/1999,103.1,101,56.31,56.83,52.13,59.6,55.59,58.05,55,57.42,,,100.4,4.6,9765,28636000000,,,,,,,3931,2685,2360,0.063,0.03,82.3,-0.039673279,315431,12147.12012,25000,0.088273279,0.0825,0.0517,0.5703,13083000000,2328000000,7629,1918,2944,0.0357,0.059,150
1/6/1999,102.2,103,56.37,56.81,52.63,58.23,56.74,58.83,55.19,57.25,,,100.5,4.6,6616,21254000000,,,,,,,4009,2732,2301,0.061,0.029,82,-0.042056075,315431,13532.13965,25000,0.095656075,0.0825,0.0587,0.5735,13073000000,2567000000,7620,2031,2944,0.0357,0.059,150
1/7/1999,101.4,103.8,55.6,56.13,50.96,56.82,56.01,58.94,54.36,56.51,,,100.8,4.7,6570,17475000000,,,,,,,4420,2663,2071,0.06,0.03,80.8,-0.056074766,329289,13186.86035,24000,0.114674766,0.0825,0.0614,0.5649,8659000000,1889000000,5452,1612,2944,0.0357,0.059,150
1/8/1999,100.5,101.5,54.73,55.24,50.3,56.54,55.62,55.81,53.55,55.73,,,100.3,4.7,5553,14381000000,,,,,,,4270,2638,1628,0.061,0.029,80.1,-0.060961313,329289,13482.76953,24000,0.122661313,0.085,0.0641,0.5829,7123000000,1670000000,4564,1398,2944,0.0357,0.059,150
1/9/1999,97,99,52.16,52.34,50.64,54.4,50.45,54.86,50.75,52.68,,,99.9,4.8,4445,10721000000,,,,,,,4254,2599,3111,0.061,0.031,80.3,-0.05971897,329289,12733.24023,24000,0.11731897,0.085,0.0554,0.5802,7952000000,1620000000,5253,1410,2944,0.0357,0.059,150
1/10/1999,95.7,98,51.96,51.86,50.27,53.78,51.41,53.7,49.9,52.59,,,99.3,4.8,4880,11258000000,,,,,,,4352,2403,2309,0.062,0.032,80.5,-0.041666667,341052,13256.9502,24000,0.097266667,0.085,0.0633,0.571,8004000000,1686000000,5478,1492,2944,0.0357,0.059,150
1/11/1999,94,98,51.49,50.95,50.09,53.16,49.88,52.2,49.42,51.79,,,97.4,4.9,4710,12180000000,,,,,,,4489,2643,3492,0.061,0.03,79.9,-0.043113772,341052,15377.19043,24000,0.098013772,0.085,0.0607,0.57,10938000000,2120000000,6974,1775,2944,0.0357,0.059,150
1/12/1999,95.6,97.8,53.22,52.48,51.5,55.11,51.74,53.53,50.22,53.59,,,96.9,4.8,5590,15690000000,,,,,,,4402,2949,3724,0.06,0.028,79.5,-0.041013269,341052,16962.09961,24000,0.101113269,0.085,0.0563,0.576,11829000000,2582000000,7405,2172,2944,0.0357,0.059,150
1/1/2000,97.2,101.2,53.97,52.69,52.82,54.27,52.72,54.88,50.17,53.59,,,97.8,4.7,5418,14458000000,,,,,,,4608,3241,3010,0.057,0.027,79,-0.052757794,321039,15532.33984,27000,0.103757794,0.085,0.0585,0.57,10269000000,2851000000,6565,2376,2149,0.0285,0.054,-957
1/2/2000,97.3,100.3,53.5,52.44,52.4,54.07,52.74,53.89,49.98,53.11,,,97.3,4.7,4703,12937000000,,,,,,,4069,3132,1966,0.057,0.026,79,-0.049338147,321039,17169.43945,27000,0.107338147,0.0864,0.0598,0.57,8250000000,2044000000,5315,1761,2149,0.0285,0.054,-957
1/3/2000,95,100.4,54.07,52.66,52.56,54.81,52.86,54.59,49.38,53.76,,,98,4.8,5174,13604000000,,,,,,,4430,3628,2936,0.056,0.028,78.7,-0.047215496,321039,17406.53906,27000,0.105015496,0.0879,0.0588,0.581,13941000000,2283000000,8643,2077,2149,0.0285,0.054,-957
1/4/2000,93.6,99.7,52.23,51.15,51.62,53.31,50.8,53.76,47.88,51.76,,,98.9,5,6481,16076000000,,,,,,,3468,2777,1942,0.053,0.03,78.7,-0.043742406,325717,15519.29981,25000,0.106642406,0.09,0.066,0.575,10759000000,2290000000,6832,1807,2149,0.0285,0.054,-957
1/5/2000,89.8,98.5,49.93,48.87,50.3,51.39,48.02,51.2,45.79,49.38,,,98.2,5.2,4815,12082000000,,,,,,,4303,2882,2596,0.051,0.033,78.6,-0.044957473,325717,14713.86035,25000,0.111957473,0.0916,0.0673,0.573,10933000000,2372000000,6775,2060,2149,0.0285,0.054,-957
1/6/2000,85.6,92.5,47.01,46.32,47.82,48.89,46.47,46.64,42.67,46.61,,,97.1,5.3,3906,8599000000,,,,,,,4026,2687,2210,0.051,0.032,78.3,-0.045121951,325717,16155.78027,25000,0.108321951,0.095,0.0614,0.573,10267000000,2095000000,6903,1883,2149,0.0285,0.054,-957
1/7/2000,86.3,90.8,47.71,46.6,48.7,48.68,46.58,48.92,42.85,47.19,,,96.8,5.3,5913,13143000000,,,,,,,4122,2668,1690,0.05,0.03,78.2,-0.032178218,342978,16840.98047,25000,0.092478218,0.095,0.0585,0.589,11362000000,1755000000,7659,1701,2149,0.0285,0.054,-957
1/8/2000,86.8,92.4,48.57,47.56,48.96,48.91,48.34,50.08,43.41,48.09,,,96.9,5.3,7348,18098000000,,,,,,,4572,2711,1553,0.05,0.028,78,-0.026217228,342978,17097.50977,25000,0.084117228,0.095,0.0649,0.591,8815000000,1780000000,5952,1663,2149,0.0285,0.054,-957
1/9/2000,87.8,93.8,48.53,47.01,48.47,49.24,45.96,49.2,44.12,48.08,,,97.6,5.3,6087,14996000000,,,,,,,4536,2425,3239,0.049,0.026,78,-0.02864259,342978,15648.98047,25000,0.09104259,0.095,0.0631,0.591,8135000000,1843000000,5389,1843,2149,0.0285,0.054,-957
1/10/2000,86.6,93.1,48.25,47.26,48.96,47.86,47.91,50.57,44.09,47.6,,,97.6,5.4,6239,17391000000,,,,,,,4174,2504,2434,0.047,0.026,78,-0.031055901,347767,14895.33984,25000,0.088855901,0.095,0.059,0.614,9067000000,1815000000,5693,1744,2149,0.0285,0.054,-957
1/11/2000,83.2,91.6,47.18,45.92,47.69,48.02,44.99,49,42.4,46.46,,,97.5,5.6,5197,11697000000,,,,,,,5181,2634,3622,0.045,0.027,78.1,-0.02252816,347767,13984.38965,25000,0.07752816,0.095,0.0577,0.624,6394000000,1439000000,4238,1388,2149,0.0285,0.054,-957
1/12/2000,81.3,90.6,45.04,44.21,45.69,45.56,43.89,46.95,41.2,44.38,,,97,5.6,4059,15312000000,,,,,,,5231,2704,3681,0.044,0.027,77.9,-0.020125786,347767,15095.53027,25000,0.081425786,0.095,0.0631,0.596,4472000000,1292000000,3125,1263,2149,0.0285,0.054,-957
1/1/2001,80.2,90,44.18,43.49,45.92,44.76,43.38,46.5,40.62,43.36,,,96.5,5.7,3860,9537000000,,,,,,,4867,3038,2174,0.044,0.027,77.8,-0.015189873,318843,16102.34961,28000,0.069789873,0.0911,0.0534,0.609,5309000000,1291000000,3445,1286,2189,0.024,0.057,4
1/2/2001,79.8,86.9,44.78,44.08,46.65,45.95,43.56,46.17,41.33,44.14,,,96.7,5.8,4014,8871000000,,,,,,,4257,2736,2227,0.045,0.025,77.1,-0.024050633,318843,14787.87012,28000,0.075450633,0.0857,0.0502,0.603,5885000000,1384000000,3856,1393,2189,0.024,0.057,4
1/3/2001,81.8,87.6,45.78,44.66,46.68,47.21,42.74,47.48,41.9,45.21,,,96.6,5.6,7231,15843000000,,,,,,,4250,2974,3450,0.046,0.024,77.2,-0.01905972,318843,12760.63965,28000,0.06825972,0.084,0.0514,0.613,8795000000,1944000000,6019,2004,2189,0.024,0.057,4
1/4/2001,81.9,88.2,44.82,43.89,45.81,46.1,41.77,47.45,41.35,44.25,,,96.2,5.5,5000,10898000000,,,,,,,3431,2503,1684,0.046,0.023,77.6,-0.013977128,322470,13386.04004,25500,0.060077128,0.0787,0.0429,0.617,6158000000,1689000000,4320,1739,2189,0.024,0.057,4
1/5/2001,80.2,84.8,44.37,43.5,45.53,45.58,41.75,47.07,40.59,43.99,,,95.6,5.6,6309,12225000000,,,,,,,4071,3013,2680,0.046,0.024,77.4,-0.015267176,322470,13174.41016,25500,0.053267176,0.0732,0.0391,0.618,8760000000,2432000000,6068,2566,2189,0.024,0.057,4
1/6/2001,80.7,84.1,43.82,42.98,44.83,44.73,41.79,45.84,40.16,44.23,,,94.8,5.5,6316,13598000000,,,,,,,3541,2531,2594,0.045,0.022,77.4,-0.011494253,322470,13042.53027,25500,0.048594253,0.07,0.0381,0.63,9349000000,2278000000,5999,2316,2189,0.024,0.057,4
1/7/2001,79.9,84.5,43.36,42.69,44.69,44.05,41.93,45.78,40.02,44.52,,,94.3,5.5,6199,15499000000,,,,,,,3851,2786,1999,0.046,0.022,77.5,-0.008951407,336906,12316.69043,25000,0.045251407,0.0677,0.0368,0.632,9585000000,1970000000,5699,2020,2189,0.024,0.057,4
1/8/2001,78.2,85.4,42.64,41.98,44.16,43.49,41.25,45.43,38.98,44.18,,,94,5.7,6503,14348000000,,,,,,,4119,2884,1882,0.049,0.022,77.1,-0.011538462,336906,11090.48047,25000,0.045338462,0.0669,0.0339,0.641,7632000000,1875000000,5073,2044,2189,0.024,0.057,4
1/9/2001,76.9,82.7,41.44,40.74,43.03,42.35,39.82,44.13,38.07,42.96,,,93.3,5.7,5462,11347000000,,,,,,,3863,2469,2884,0.052,0.025,77.1,-0.011538462,336906,9950.700195,25000,0.040438462,0.063,0.0258,0.639,6868000000,1548000000,4615,1700,2189,0.024,0.057,4
1/10/2001,73.9,79.3,40.01,39.57,42.44,40.83,39.33,42.9,36.66,41.38,,,91.9,5.9,4269,8341000000,,,,,,,4365,2751,2868,0.055,0.026,77.1,-0.011538462,342923,10073.96973,25000,0.032938462,0.0555,0.0215,0.637,6560000000,1596000000,5069,1855,2189,0.024,0.057,4
1/11/2001,73.3,79.3,40.4,39.85,41.91,41,40.14,42.29,36.79,41.9,,,89.9,5.8,7879,14678000000,,,,,,,4519,2728,4175,0.059,0.029,77,-0.014084507,342923,11279.25,25000,0.032484507,0.0531,0.0222,0.653,10133000000,2008000000,7518,2189,2189,0.024,0.057,4
1/12/2001,73.5,79.4,40.35,39.72,41.79,41.04,39.41,42.57,37.1,41.91,,,88.1,5.6,6625,15731000000,,,,,,,4010,2892,4208,0.062,0.03,75.1,-0.035943517,342923,11397.20996,25000,0.054243517,0.0517,0.021,0.662,10767000000,1925000000,6386,1955,2189,0.024,0.057,4
1/1/2002,73.9,79.5,40.31,39.66,41.83,41.05,39.2,42.69,37,42.05,,,86.8,5.6,7847,18184000000,,,,,,,4208,3434,3653,0.067,0.032,75.1,-0.03470437,308313,10725.29981,26400,0.05200437,0.0513,0.0198,0.662,10456000000,2360000000,6554,2541,2836,0.0406,0.068,-18
1/2/2002,73.6,80,40.7,40.06,42.14,42.15,39.45,42.73,36.41,42.49,,,85.9,5.5,5695,12375000000,,,,,,,3616,3018,1997,0.068,0.032,75.3,-0.023346304,308313,10482.54981,26400,0.041746304,0.0513,0.02,0.662,6591000000,1593000000,4271,1675,2836,0.0406,0.068,-18
1/3/2002,73,79.7,41.09,40.5,42.32,41.98,40.39,43.47,37.06,42.92,,,84.9,5.5,5450,10985000000,,,,,,,3617,2790,2981,0.07,0.032,75.5,-0.022020725,308313,11032.91992,26400,0.042320725,0.0513,0.0213,0.664,7677000000,1650000000,4936,1810,2836,0.0406,0.068,-18
1/4/2002,72,79.5,40.61,40,42.06,41.28,39.93,42.09,37.4,42.41,,,84.6,5.5,7409,15255000000,,,,,,,3793,2993,1817,0.071,0.03,75.2,-0.030927835,315423,11497.58008,25000,0.049227835,0.0513,0.0189,0.671,9305000000,1776000000,6557,2001,2836,0.0406,0.068,-18
